file,title,question_number,answer_letter,paragraph_position_pct,paragraph_count,source_type
2020年12月英语六级真题(第3套).pdf,Why lifelong learning is the international passport to success,42,J,59.38,16,manual
2020年12月英语六级真题(第3套).pdf,Why lifelong learning is the international passport to success,43,N,84.38,16,manual
2020年12月英语六级真题(第3套).pdf,Why lifelong learning is the international passport to success,44,F,34.38,16,manual
2020年12月英语六级真题(第3套).pdf,Why lifelong learning is the international passport to success,45,M,78.12,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,36,H,46.88,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,37,C,15.62,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,38,J,59.38,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,39,D,21.88,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,40,M,78.12,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,41,E,28.12,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,42,B,9.38,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,43,P,96.88,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,44,G,40.62,16,manual
2020年9月英语六级真题(第1套).pdf,Six Potential Brain Benefits of Bilingual Education,45,N,84.38,16,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,36,D,23.33,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,37,H,50.0,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,38,E,30.0,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,39,B,10.0,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,40,K,70.0,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,41,O,96.67,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,42,G,43.33,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,43,F,36.67,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,44,I,56.67,15,manual
2020年9月英语六级真题(第2套).pdf,How Telemedicine Is Transforming Healthcare,45,N,90.0,15,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,36,G,54.17,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,37,B,12.5,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,38,K,87.5,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,39,E,37.5,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,40,L,95.83,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,41,D,29.17,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,42,F,45.83,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,43,J,79.17,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,44,A,4.17,12,manual
2021年12月英语六级真题(第1套).pdf,No one in fashion is surprised that Burberry burnt 28 million of stock,45,H,62.5,12,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,36,E,30.0,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,37,N,90.0,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,38,C,16.67,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,39,G,43.33,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,40,O,96.67,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,41,H,50.0,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,42,D,23.33,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,43,J,63.33,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,44,F,36.67,15,manual
2021年12月英语六级真题(第2套).pdf,Do music lessons really make children smarter?,45,I,56.67,15,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,36,D,21.88,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,37,G,40.62,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,38,M,78.12,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,39,F,34.38,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,40,N,84.38,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,41,E,28.12,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,42,I,53.12,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,43,C,15.62,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,44,O,90.62,16,manual
2021年12月英语六级真题(第3套).pdf,Why facts don't change our minds,45,H,46.88,16,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,36,F,50.0,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,37,I,77.27,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,38,D,31.82,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,39,J,86.36,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,40,C,22.73,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,41,E,40.91,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,42,K,95.45,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,43,G,59.09,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,44,B,13.64,11,manual
2021年6月英语六级真题(第1套).pdf,How Marconi Gave Us the Wireless World,45,H,68.18,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,36,I,77.27,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,37,C,22.73,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,38,K,95.45,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,39,F,50.0,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,40,B,13.64,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,41,H,68.18,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,42,A,4.55,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,43,J,86.36,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,44,D,31.82,11,manual
2021年6月英语六级真题(第2套).pdf,France's beloved cathedral only minutes away from complete destruction,45,G,59.09,11,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,36,G,54.17,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,37,C,20.83,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,38,J,79.17,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,39,A,4.17,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,40,F,45.83,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,41,L,95.83,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,42,B,12.5,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,43,H,62.5,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,44,E,37.5,12,manual
2021年6月英语六级真题(第3套).pdf,What Are the Ethics of CGI Actors-And Will They Replace Real Ones?,45,I,70.83,12,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,36,E,40.91,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,37,B,13.64,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,38,J,86.36,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,39,D,31.82,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,40,K,95.45,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,41,F,50.0,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,42,C,22.73,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,43,G,59.09,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,44,A,4.55,11,manual
2022.06六级真题第1套【可复制可搜索，打印首选】.pdf,The Doctor Will Skype You Now,45,H,68.18,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,36,F,50.0,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,37,B,13.64,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,38,H,68.18,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,39,D,31.82,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,40,K,95.45,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,41,C,22.73,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,42,G,59.09,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,43,A,4.55,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,44,J,86.36,11,manual
2022.06六级真题第2套【可复制可搜索，打印首选】.pdf,Saving Our Planet,45,E,40.91,11,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,36,L,82.14,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,37,E,32.14,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,38,K,75.0,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,39,G,46.43,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,40,D,25.0,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,41,H,53.57,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,42,B,10.71,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,43,J,67.86,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,44,C,17.86,14,manual
2022.09英语六级真题第1套【可复制可搜索，打印首选】.pdf,Is computer coding a foreign language?,45,N,96.43,14,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,36,E,37.5,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,37,I,70.83,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,38,D,29.17,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,39,A,4.17,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,40,F,45.83,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,41,K,87.5,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,42,H,62.5,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,43,I,70.83,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,44,C,20.83,12,manual
2022年12月英语六级真题第1套.pdf,This man is running 7 marathons on 7 continents in 7 days,45,G,54.17,12,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,36,F,34.38,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,37,A,3.12,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,38,J,59.38,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,39,C,15.62,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,40,G,40.62,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,41,P,96.88,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,42,E,28.12,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,43,M,78.12,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,44,D,21.88,16,manual
2022年12月英语六级真题第2套.pdf,Fear of Nature: An Emerging Threat to Conservation,45,N,84.38,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",36,E,28.12,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",37,L,71.88,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",38,A,3.12,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",39,M,78.12,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",40,D,21.88,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",41,H,46.88,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",42,B,9.38,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",43,O,90.62,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",44,K,65.62,16,manual
2022年12月英语六级真题第3套.pdf,"Classical music aims to evolve, build audiences without alienating old guard",45,N,84.38,16,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,36,E,34.62,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,37,J,73.08,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,38,B,11.54,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,39,G,50.0,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,40,D,26.92,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,41,M,96.15,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,42,H,57.69,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,43,C,19.23,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,44,K,80.77,13,manual
2023.03英语六级真题第1套.pdf,San Francisco Has Become One Huge Metaphor for Economic Inequality in America,45,F,42.31,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,36,C,19.23,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,37,G,50.0,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,38,A,3.85,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,39,I,65.38,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,40,F,42.31,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,41,K,80.77,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,42,D,26.92,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,43,M,96.15,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,44,B,11.54,13,manual
2023.06英语六级真题第1套.pdf,The lifesaving power of gratitude,45,H,57.69,13,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,36,E,40.91,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,37,A,4.55,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,38,F,50.0,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,39,C,22.73,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,40,H,68.18,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,41,B,13.64,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,42,I,77.27,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,43,E,40.91,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,44,K,95.45,11,manual
2023.06英语六级真题第2套.pdf,The problem with being perfect,45,G,59.09,11,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,36,G,46.43,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,37,D,25.0,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,38,J,67.86,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,39,H,53.57,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,40,B,10.71,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,41,I,60.71,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,42,C,17.86,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,43,L,82.14,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,44,E,32.14,14,manual
2023.06英语六级真题第3套.pdf,Why we need tiny colleges,45,N,96.43,14,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,36,E,40.91,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,37,H,68.18,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,38,B,13.64,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,39,G,59.09,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,40,C,22.73,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,41,F,50.0,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,42,I,77.27,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,43,A,4.55,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,44,D,31.82,11,manual
2023.12六级真题第1套【可复制可检索】.pdf,African countries must get smarter with their agriculture,45,J,86.36,11,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,36,F,42.31,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,37,B,11.54,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,38,I,65.38,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,39,D,26.92,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,40,G,50.0,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,41,L,88.46,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,42,C,19.23,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,43,J,73.08,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,44,E,34.62,13,manual
2023.12六级真题第2套【可复制可检索】.pdf,Treasure Fever,45,K,80.77,13,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,36,F,36.67,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,37,C,16.67,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,38,G,43.33,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,39,J,63.33,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,40,H,50.0,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,41,O,96.67,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,42,D,23.33,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,43,I,56.67,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,44,E,30.0,15,manual
2024.12六级真题第1套.pdf,Are Forgotten Crops the Future of Food?,45,K,70.0,15,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,36,E,32.14,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,37,K,75.0,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,38,G,46.43,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,39,B,10.71,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,40,H,53.57,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,41,M,89.29,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,42,F,39.29,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,43,N,96.43,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,44,D,25.0,14,manual
2024.12六级真题第2套.pdf,What Is a Super Blood Wolf Moon?,45,J,67.86,14,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,36,G,50.0,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,37,C,19.23,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,38,I,65.38,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,39,D,26.92,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,40,M,96.15,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,41,J,73.08,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,42,E,34.62,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,43,H,57.69,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,44,A,3.85,13,manual
2024.12六级真题第3套.pdf,The Free-Trade Paradox,45,L,88.46,13,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,36,C,16.67,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,37,H,50.0,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,38,B,10.0,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,39,K,70.0,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,40,I,56.67,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,41,D,23.33,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,42,N,90.0,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,43,J,63.33,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,44,E,30.0,15,manual
2024年6月六级第一套原题.pdf,The Curious Case of the Tree That Owns Itself,45,O,96.67,15,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,36,D,25.0,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,37,H,53.57,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,38,N,96.43,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,39,F,39.29,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,40,B,10.71,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,41,K,75.0,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,42,E,32.14,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,43,I,60.71,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,44,C,17.86,14,manual
2024年6月六级第三套原题.pdf,Blame your worthless workdays on meeting recovery syndrome,45,L,82.14,14,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,36,D,29.17,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,37,I,70.83,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,38,A,4.17,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,39,K,87.5,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,40,H,62.5,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,41,F,45.83,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,42,J,79.17,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,43,L,95.83,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,44,G,54.17,12,manual
2024年6月六级第二套原题.pdf,These are the habits to avoid if you want to make a behavior change,45,K,87.5,12,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,36,G,46.43,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,37,C,17.86,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,38,I,60.71,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,39,D,25.0,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,40,A,3.57,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,41,L,82.14,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,42,F,39.29,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,43,H,53.57,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,44,B,10.71,14,manual
2025.06六级真题第1套.pdf,Why Your Library Is the Most Important Place in Town,45,K,75.0,14,manual
2025.06六级真题第2套.pdf,"Yes, eating meat affects the environment, but cows are not killing the climate",36,E,30.0,15,manual
