idx,headword,ipa,start_line,end_line,breakdown_count,family_count,cognate_count,sense_count,bad_pos_count,sense_missing_phrase,sense_missing_example,junk_hits,ok_breakdown,ok_family,ok_sense,ok_per_sense,ok_no_junk,ok_all
906,transpire,træns'paiə(r),11659,11669,1,1,4,2,0,0,0,,1,1,1,1,1,1
907,conspire,kən'spaiə(r),11673,11679,1,1,5,1,0,0,0,,1,1,1,1,1,1
908,conspirator,kən'spirətə(r),11683,11689,1,1,3,1,0,0,0,,1,1,1,1,1,1
909,conspiracy,kən'spirəsi,11693,11699,1,1,5,1,0,0,0,,1,1,1,1,1,1
910,expire,ik'spaiə(r),11703,11709,1,1,5,1,0,0,0,,1,1,1,1,1,1
911,expiration,ˌekspə'reiʃn,11713,11719,1,1,5,1,0,0,0,,1,1,1,1,1,1
912,expiry,ik'spairi,11723,11729,1,1,5,1,0,0,0,,1,1,1,1,1,1
913,inspire,in'spaiə(r),11733,11739,1,1,4,1,0,0,0,,1,1,1,1,1,1
914,inspiration,ˌinspə'reiʃn,11743,11751,1,1,5,1,0,0,0,,1,1,1,1,1,1
915,perspire,pə'spaiə(r),11755,11761,1,1,3,1,0,0,0,,1,1,1,1,1,1
916,respire,ri'spaiə(r),11765,11771,1,1,5,1,0,0,0,,1,1,1,1,1,1
917,respiration,ˌrespə'reiʃn,11775,11781,1,1,3,1,0,0,0,,1,1,1,1,1,1
918,respirator,'respəreitə(r),11785,11791,1,1,5,1,0,0,0,,1,1,1,1,1,1
919,respiratory,ri'spirətri,11795,11805,1,1,5,1,0,0,0,,1,1,1,1,1,1
920,suspiration,ˌsʌspə'reiʃn,11809,11815,1,1,5,1,0,0,0,,1,1,1,1,1,1
921,spirit,'spirit,11819,11832,1,1,3,2,0,0,0,,1,1,1,1,1,1
922,spirited,'spiritid,11836,11845,1,1,4,1,0,0,0,,1,1,1,1,1,1
923,spiritual,'spiritʃuəl,11849,11859,1,1,3,2,0,0,0,,1,1,1,1,1,1
924,spirituous,'spiritjuəs,11863,11872,1,4,4,1,0,0,0,,1,1,1,1,1,1
925,sprightly,'spraitli,11876,11882,1,1,5,1,0,0,0,,1,1,1,1,1,1
926,spiral,'spaiərəl,11886,11902,1,1,3,3,0,0,0,,1,1,1,1,1,1
927,spire,'spaiə(r),11906,11912,1,1,5,1,0,0,0,,1,1,1,1,1,1
928,assimilate,ə'simileit,11922,11928,1,1,3,1,0,0,0,,1,1,1,1,1,1
929,dissimulate,di'simjuleit,11932,11938,1,1,3,1,0,0,0,,1,1,1,1,1,1
930,simulate,'simjuleit,11942,11949,1,2,4,1,0,0,0,,1,1,1,1,1,1
931,facsimile,fæk'siməli,11953,11959,1,1,5,1,0,0,0,,1,1,1,1,1,1
932,similarity,ˌsimə'lærəti,11963,11973,1,5,6,1,0,0,0,,1,1,1,1,1,1
933,similar,'similə(r),11977,11984,1,2,3,1,0,0,0,,1,1,1,1,1,1
934,simile,'simili,11988,11998,1,5,5,1,0,0,0,,1,1,1,1,1,1
935,similitude,si'militju:d,12002,12012,1,5,6,1,0,0,0,,1,1,1,1,1,1
936,simulacrum,ˌsimju'leikram,12016,12022,1,1,5,1,0,0,0,,1,1,1,1,1,1
937,simultaneous,ˌsiməl'teiniəs,12026,12032,1,1,3,1,0,0,0,,1,1,1,1,1,1
938,assurance,ə'ʃuərəns,12042,12050,1,3,7,1,0,0,0,,1,1,1,1,1,1
939,ensure,in'ʃuə(r),12054,12060,1,1,5,1,0,0,0,,1,1,1,1,1,1
940,insure,in'ʃuə(r),12064,12070,1,1,3,1,0,0,0,,1,1,1,1,1,1
941,insurance,in'ʃuərəns,12074,12082,1,1,3,1,0,0,0,,1,1,1,1,1,1
942,reassure,ˌri:ə'ʃuə(r),12086,12092,1,1,3,1,0,0,0,,1,1,1,1,1,1
943,reassuring,ˌri:ə'ʃuəriŋ,12096,12102,1,1,5,1,0,0,0,,1,1,1,1,1,1
944,acclimate,'ækləmeit,12112,12122,1,1,3,2,0,0,0,,1,1,1,1,1,1
945,climax,'klaimæks,12126,12136,1,1,5,2,0,0,0,,1,1,1,1,1,1
946,climacteric,klai'mæktərik,12140,12150,1,5,5,1,0,0,0,,1,1,1,1,1,1
947,climactic,klai'mæktik,12154,12164,1,5,6,1,0,0,0,,1,1,1,1,1,1
948,climber,'klaimə(r),12168,12176,1,3,4,1,0,0,0,,1,1,1,1,1,1
949,anticlimax,ˌænti'klaimæks,12180,12186,1,1,5,1,0,0,0,,1,1,1,1,1,1
950,adulterate,ə'dʌltəreit,12196,12202,1,1,3,1,0,0,0,,1,1,1,1,1,1
951,alienate,ˈeɪliəneit,12206,12212,1,1,3,1,0,0,0,,1,1,1,1,1,1
952,altercation,ˌɔːltəˈkeiʃn,12216,12223,1,1,4,1,0,0,0,,1,1,1,1,1,1
953,altruistic,ˌæltruˈistik,12227,12236,1,4,4,1,0,0,0,,1,1,1,1,1,1
954,alien,ˈeɪliən,12240,12250,1,5,5,1,0,0,0,,1,1,1,1,1,1
955,inalienable,ɪnˈeɪliənəbl,12254,12260,1,1,5,1,0,0,0,,1,1,1,1,1,1
956,alias,ˈeɪliəs,12264,12274,1,5,5,1,0,0,0,,1,1,1,1,1,1
957,alibi,ˈælɪbaɪ,12278,12284,1,1,5,1,0,0,0,,1,1,1,1,1,1
958,adultery,əˈdʌltəri,12288,12294,1,1,3,1,0,0,0,,1,1,1,1,1,1
959,adulterous,əˈdʌltərəs,12298,12304,1,1,5,1,0,0,0,,1,1,1,1,1,1
960,alter,ˈɔːltə(r),12308,12316,1,3,5,1,0,0,0,,1,1,1,1,1,1
961,alteration,ˌɔːltəˈreiʃn,12320,12330,1,1,3,2,0,0,0,,1,1,1,1,1,1
962,alter ego,ˌɔːltər ˈiːɡəʊ,12334,12340,1,1,5,1,0,0,0,,1,1,1,1,1,1
963,alternate,ˈɔːltəneit; ɔːlˈtɜːnət,12344,12358,1,1,3,3,0,0,0,,1,1,1,1,1,1
964,alternative,ɔːlˈtɜːnətɪv,12362,12378,1,1,3,3,0,0,0,,1,1,1,1,1,1
965,affiliate,əˈfɪlieit; əˈfɪliət,12388,12403,1,1,3,3,0,0,0,,1,1,1,1,1,1
966,defile,dɪˈfaɪl,12407,12414,1,1,3,1,0,0,0,,1,1,1,1,1,1
967,filial,ˈfɪliəl,12418,12431,1,4,4,1,0,0,0,,1,1,1,1,1,1
968,filicide,ˈfɪlɪsaɪd,12435,12441,1,1,5,1,0,0,0,,1,1,1,1,1,1
969,filament,ˈfɪləmənt,12445,12451,1,1,3,1,0,0,0,,1,1,1,1,1,1
970,filature,ˈfɪlətʃə(r),12455,12461,1,1,5,1,0,0,0,,1,1,1,1,1,1
971,file,faɪl,12465,12478,1,1,3,2,0,0,0,,1,1,1,1,1,1
972,filings,ˈfaɪlɪŋz,12482,12488,1,1,5,1,0,0,0,,1,1,1,1,1,1
973,fillet,ˈfɪlɪt,12492,12502,1,1,3,2,0,0,0,,1,1,1,1,1,1
974,profile,ˈprəʊfaɪl,12506,12516,1,1,5,2,0,0,0,,1,1,1,1,1,1
975,filth,fɪlθ,12520,12526,1,1,5,1,0,0,0,,1,1,1,1,1,1
976,filthy,ˈfɪlθi,12530,12536,1,1,5,1,0,0,0,,1,1,1,1,1,1
977,alleviate,əˈliːvieit,12546,12552,1,1,4,1,0,0,0,,1,1,1,1,1,1
978,irrelevant,ɪˈreləvənt,12556,12562,1,1,3,1,0,0,0,,1,1,1,1,1,1
979,levity,ˈlevəti,12566,12573,1,1,4,1,0,0,0,,1,1,1,1,1,1
980,relevant,ˈreləvənt,12577,12584,1,2,3,1,0,0,0,,1,1,1,1,1,1
981,elevate,ˈeliveit,12588,12596,1,1,5,1,0,0,0,,1,1,1,1,1,1
982,elevation,ˌelɪˈveiʃn,12600,12607,1,1,5,1,0,0,0,,1,1,1,1,1,1
983,elevator,ˈeliveitə(r),12611,12617,1,1,5,1,0,0,0,,1,1,1,1,1,1
984,lever,ˈliːvə(r),12621,12631,1,1,5,2,0,0,0,,1,1,1,1,1,1
985,leverage,ˈliːvərɪdʒ,12635,12641,1,1,3,1,0,0,0,,1,1,1,1,1,1
986,levitate,ˈleviteit,12645,12651,1,1,3,1,0,0,0,,1,1,1,1,1,1
987,levy,ˈlevi,12655,12665,1,1,3,2,0,0,0,,1,1,1,1,1,1
988,relieve,rɪˈliːv,12669,12677,1,1,3,1,0,0,0,,1,1,1,1,1,1
989,allude,əˈluːd,12687,12693,1,1,3,1,0,0,0,,1,1,1,1,1,1
990,collusion,kəˈluːʒn,12697,12703,1,1,3,1,0,0,0,,1,1,1,1,1,1
991,delude,dɪˈluːd,12707,12714,1,1,4,1,0,0,0,,1,1,1,1,1,1
992,elude,ɪˈluːd,12718,12725,1,2,3,1,0,0,0,,1,1,1,1,1,1
993,illusion,ɪˈluːʒn,12729,12736,1,2,5,1,0,0,0,,1,1,1,1,1,1
994,ludicrous,ˈluːdɪkrəs,12740,12746,1,1,4,1,0,0,0,,1,1,1,1,1,1
995,prelude,ˈpreljuːd,12750,12760,1,1,4,2,0,0,0,,1,1,1,1,1,1
996,interlude,ˈɪntəluːd,12764,12770,1,1,4,1,0,0,0,,1,1,1,1,1,1
997,postlude,ˈpəʊstluːd,12774,12780,1,1,4,1,0,0,0,,1,1,1,1,1,1
998,appall,əˈpɔːl,12790,12798,1,3,3,1,0,0,0,,1,1,1,1,1,1
999,pallid,ˈpælɪd,12802,12809,1,2,3,1,0,0,0,,1,1,1,1,1,1
1000,pallor,ˈpælə(r),12813,12819,1,1,4,1,0,0,0,,1,1,1,1,1,1
1001,apprehensive,ˌæprɪˈhensɪv,12829,12837,1,3,7,1,0,0,0,,1,1,1,1,1,1
1002,incomprehensible,ˌɪnkɒmprɪˈhensəbl,12841,12847,1,1,3,1,0,0,0,,1,1,1,1,1,1
1003,reprehensible,ˌreprɪˈhensəbl,12851,12858,1,2,4,1,0,0,0,,1,1,1,1,1,1
1004,misapprehension,ˌmɪsæprɪˈhenʃn,12862,12868,1,1,4,1,0,0,0,,1,1,1,1,1,1
1005,reprieve,rɪˈpriːv,12872,12882,1,1,5,2,0,0,0,,1,1,1,1,1,1
1006,comprehend,ˌkɒmprɪˈhend,12886,12892,1,1,5,1,0,0,0,,1,1,1,1,1,1
1007,comprehensible,ˌkɒmprɪˈhensəbl,12896,12902,1,1,3,1,0,0,0,,1,1,1,1,1,1
1008,comprehension,ˌkɒmprɪˈhenʃn,12906,12912,1,1,5,1,0,0,0,,1,1,1,1,1,1
1009,comprehensive,ˌkɒmprɪˈhensɪv,12916,12926,1,1,5,1,0,0,0,,1,1,1,1,1,1
1010,prehensile,prɪˈhensaɪl,12930,12939,1,4,4,1,0,0,0,,1,1,1,1,1,1
1011,apprentice,əˈprentɪs,12943,12953,1,1,3,2,0,0,0,,1,1,1,1,1,1
1012,entrepreneur,ˌɒntrəprəˈnɜː(r),12957,12963,1,1,3,1,0,0,0,,1,1,1,1,1,1
1013,impregnable,ɪmˈpreɡnəbl,12967,12975,1,1,3,1,0,0,0,,1,1,1,1,1,1
1014,ascertain,ˌæsəˈtein,12985,12991,1,1,3,1,0,0,0,,1,1,1,1,1,1
1015,certain,ˈsɜːtn,12995,13005,1,5,6,1,0,0,0,,1,1,1,1,1,1
1016,certainly,ˈsɜːtnli,13009,13018,1,4,4,1,0,0,0,,1,1,1,1,1,1
1017,certainty,ˈsɜːtnti,13022,13032,1,5,5,1,0,0,0,,1,1,1,1,1,1
1018,certify,ˈsɜːtɪfaɪ,13036,13046,1,5,5,1,0,0,0,,1,1,1,1,1,1
1019,certified,ˈsɜːtɪfaɪd,13050,13062,1,4,4,1,0,0,0,,1,1,1,1,1,1
1020,certifiable,ˈsɜːtɪfaɪəbl,13066,13072,1,1,5,1,0,0,0,,1,1,1,1,1,1
1021,certificate,səˈtɪfɪkət,13076,13086,1,1,3,2,0,0,0,,1,1,1,1,1,1
1022,certification,ˌsɜːtɪfɪˈkeiʃn,13090,13096,1,1,5,1,0,0,0,,1,1,1,1,1,1
1023,certitude,ˈsɜːtɪtjuːd,13100,13106,1,1,7,1,0,0,0,,1,1,1,1,1,1
1024,assent,əˈsent,13116,13126,1,1,4,2,0,0,0,,1,1,1,1,1,1
1025,consensus,kənˈsensəs,13130,13136,1,1,3,1,0,0,0,,1,1,1,1,1,1
1026,dissent,dɪˈsent,13140,13150,1,1,4,2,0,0,0,,1,1,1,1,1,1
1027,presentiment,prɪˈzentɪmənt,13154,13163,1,4,4,1,0,0,0,,1,1,1,1,1,1
1028,resentment,rɪˈzentmənt,13167,13174,1,2,4,1,0,0,0,,1,1,1,1,1,1
1029,sententious,senˈtenʃəs,13178,13184,1,1,3,1,0,0,0,,1,1,1,1,1,1
1030,consent,kənˈsent,13188,13198,1,1,5,2,0,0,0,,1,1,1,1,1,1
1031,sense,sens,13202,13215,1,1,3,2,0,0,0,,1,1,1,1,1,1
1032,senseless,ˈsensləs,13219,13227,1,1,5,1,0,0,0,,1,1,1,1,1,1
1033,sensible,ˈsensəbl,13231,13239,1,1,3,1,0,0,0,,1,1,1,1,1,1
1034,sensitive,ˈsensətɪv,13243,13257,1,3,5,1,0,0,0,,1,1,1,1,1,1
1035,sensory,ˈsensəri,13261,13272,1,4,4,1,0,0,0,,1,1,1,1,1,1
1036,sensual,ˈsenʃuəl,13276,13288,1,3,5,1,0,0,0,,1,1,1,1,1,1
1037,sensuous,ˈsenʃuəs,13292,13303,1,4,4,1,0,0,0,,1,1,1,1,1,1
1038,sensibility,ˌsensəˈbɪləti,13307,13316,1,4,4,1,0,0,0,,1,1,1,1,1,1
1039,sensation,senˈseiʃn,13320,13326,1,1,3,1,0,0,0,,1,1,1,1,1,1
1040,sensational,senˈseiʃənl,13330,13340,1,1,3,1,0,0,0,,1,1,1,1,1,1
1041,sentient,ˈsentiənt,13344,13354,1,5,6,1,0,0,0,,1,1,1,1,1,1
1042,sentiment,ˈsentɪmənt,13358,13366,1,1,3,1,0,0,0,,1,1,1,1,1,1
1043,asset,ˈæset,13376,13385,1,4,4,1,0,0,0,,1,1,1,1,1,1
1044,insatiable,ɪnˈseiʃəbl,13389,13398,1,4,4,1,0,0,0,,1,1,1,1,1,1
1045,satiate,ˈseiʃieit,13402,13408,1,1,3,1,0,0,0,,1,1,1,1,1,1
1046,insatiate,ɪnˈseiʃiət,13412,13418,1,1,5,1,0,0,0,,1,1,1,1,1,1
1047,satisfaction,ˌsætɪsˈfækʃn,13422,13428,1,1,5,1,0,0,0,,1,1,1,1,1,1
1048,satisfactory,ˌsætɪsˈfæktəri,13432,13438,1,1,3,1,0,0,0,,1,1,1,1,1,1
1049,satisfy,ˈsætɪsfaɪ,13442,13449,1,2,3,1,0,0,0,,1,1,1,1,1,1
1050,saturate,ˈsætʃəreit,13453,13466,1,4,4,1,0,0,0,,1,1,1,1,1,1
1051,saturation,ˌsætʃəˈreiʃn,13470,13479,1,1,3,1,0,0,0,,1,1,1,1,1,1
1052,assiduous,əˈsidjuəs,13489,13496,1,2,4,1,0,0,0,,1,1,1,1,1,1
1053,dissident,ˈdisidənt,13500,13510,1,1,3,2,0,0,0,,1,1,1,1,1,1
1054,insidious,inˈsidjəs,13514,13523,1,4,4,1,0,0,0,,1,1,1,1,1,1
1055,residue,ˈrezidju:,13527,13534,1,2,4,1,0,0,0,,1,1,1,1,1,1
1056,subsidiary,səbˈsidiəri,13538,13548,1,1,4,2,0,0,0,,1,1,1,1,1,1
1057,supersede,ˌsu:pəˈsi:d,13552,13560,1,3,3,1,0,0,0,,1,1,1,1,1,1
1058,sedentary,ˈsedntri,13564,13573,1,4,4,1,0,0,0,,1,1,1,1,1,1
1059,assess,əˈses,13577,13583,1,1,3,1,0,0,0,,1,1,1,1,1,1
1060,obsession,əbˈseʃn,13587,13594,1,2,3,1,0,0,0,,1,1,1,1,1,1
1061,preside,priˈzaid,13598,13607,1,4,7,1,0,0,0,,1,1,1,1,1,1
1062,presidential,ˌpreziˈdenʃl,13611,13624,1,2,4,1,0,0,0,,1,1,1,1,1,1
1063,presidency,ˈprezidənsi,13628,13637,1,4,4,1,0,0,0,,1,1,1,1,1,1
1064,presidium,priˈsidjəm,13641,13651,1,5,5,1,0,0,0,,1,1,1,1,1,1
1065,reside,riˈzaid,13655,13664,1,4,4,1,0,0,0,,1,1,1,1,1,1
1066,residence,ˈrezidəns,13668,13675,1,2,3,1,0,0,0,,1,1,1,1,1,1
1067,resident,ˈrezidənt,13679,13689,1,1,5,2,0,0,0,,1,1,1,1,1,1
1068,residential,ˌreziˈdenʃl,13693,13704,1,4,4,1,0,0,0,,1,1,1,1,1,1
1069,subside,səbˈsaid,13708,13715,1,2,3,1,0,0,0,,1,1,1,1,1,1
1070,sedan,siˈdæn,13719,13728,1,4,4,1,0,0,0,,1,1,1,1,1,1
1071,sedate,siˈdeit,13732,13742,1,5,5,1,0,0,0,,1,1,1,1,1,1
1072,sedation,siˈdeiʃn,13746,13755,1,4,4,1,0,0,0,,1,1,1,1,1,1
1073,sedative,ˈsedətiv,13759,13770,1,1,5,2,0,0,0,,1,1,1,1,1,1
1074,sediment,ˈsedimənt,13774,13780,1,1,3,1,0,0,0,,1,1,1,1,1,1
1075,sedimentary,ˌsediˈmentri,13784,13793,1,4,4,1,0,0,0,,1,1,1,1,1,1
1076,sedulous,ˈsedjuləs,13797,13806,1,4,4,1,0,0,0,,1,1,1,1,1,1
1077,saddle,ˈsædl,13810,13820,1,1,3,2,0,0,0,,1,1,1,1,1,1
1078,possess,pəˈzes,13824,13834,1,1,3,1,0,0,0,,1,1,1,1,1,1
1079,possession,pəˈzeʃn,13838,13846,1,1,3,1,0,0,0,,1,1,1,1,1,1
1080,possessive,pəˈzesiv,13850,13861,1,4,4,1,0,0,0,,1,1,1,1,1,1
1081,session,ˈseʃn,13865,13872,1,1,3,1,0,0,0,,1,1,1,1,1,1
1082,abase,əˈbeis,13882,13888,1,1,3,1,0,0,0,,1,1,1,1,1,1
1083,debase,diˈbeis,13892,13898,1,1,3,1,0,0,0,,1,1,1,1,1,1
1084,base,beis,13902,13918,1,1,5,3,0,0,0,,1,1,1,1,1,1
1085,baseless,ˈbeisləs,13922,13931,1,4,4,1,0,0,0,,1,1,1,1,1,1
1086,basement,ˈbeismənt,13935,13945,1,5,5,1,0,0,0,,1,1,1,1,1,1
1087,basic,ˈbeisik,13949,13957,1,1,3,1,0,0,0,,1,1,1,1,1,1
1088,basis,ˈbeisis,13961,13974,1,4,4,1,0,0,0,,1,1,1,1,1,1
1089,basin,ˈbeisn,13978,13986,1,1,3,1,0,0,0,,1,1,1,1,1,1
1090,bastard,ˈba:stəd,13990,14003,1,1,3,2,0,0,0,,1,1,1,1,1,1
1091,accentuate,əkˈsentʃueit,14013,14020,1,2,4,1,0,0,0,,1,1,1,1,1,1
1092,enchant,inˈtʃa:nt,14024,14035,1,6,10,1,0,0,0,,1,1,1,1,1,1
1093,incentive,inˈsentiv,14039,14048,1,4,4,1,0,0,0,,1,1,1,1,1,1
1094,recant,riˈkænt,14052,14058,1,1,3,1,0,0,0,,1,1,1,1,1,1
1095,chanson,ʃɔŋˈsɔŋ,14062,14072,1,5,5,1,0,0,0,,1,1,1,1,1,1
1096,chant,tʃa:nt,14076,14086,1,1,5,2,0,0,0,,1,1,1,1,1,1
1097,descant,ˈdeskænt,14090,14100,1,1,5,2,0,0,0,,1,1,1,1,1,1
1098,incantation,ˌinkænˈteiʃn,14104,14110,1,1,3,1,0,0,0,,1,1,1,1,1,1
1099,precentor,priˈsentə(r),14114,14122,1,1,6,1,0,0,0,,1,1,1,1,1,1
1100,accrue,əˈkru:,14132,14138,1,1,4,1,0,0,0,,1,1,1,1,1,1
1101,decrease,diˈkri:s,14142,14152,1,1,3,2,0,0,0,,1,1,1,1,1,1
1102,increment,ˈinkrəmənt,14156,14165,1,4,4,1,0,0,0,,1,1,1,1,1,1
1103,concrete,ˈkɔnkri:t,14169,14184,1,1,3,3,0,0,0,,1,1,1,1,1,1
1104,crescent,ˈkresnt,14188,14198,1,5,5,1,0,0,0,,1,1,1,1,1,1
1105,decrement,ˈdekrimənt,14202,14212,1,5,5,1,0,0,0,,1,1,1,1,1,1
1106,increase,ˈinkri:s,14216,14226,1,1,4,2,0,0,0,,1,1,1,1,1,1
1107,recruit,riˈkru:t,14230,14240,1,1,5,2,0,0,0,,1,1,1,1,1,1
1108,recruitment,riˈkru:tmənt,14244,14253,1,1,5,1,0,0,0,,1,1,1,1,1,1
1109,affable,ˈæfəbl,14263,14269,1,1,4,1,0,0,0,,1,1,1,1,1,1
1110,ineffable,in'efəbl,14273,14282,1,4,4,1,0,0,0,,1,1,1,1,1,1
1111,prefatory,'prefətəri,14286,14292,1,1,4,1,0,0,0,,1,1,1,1,1,1
1112,defamation,ˌdefə'meiʃn,14296,14302,1,1,3,1,0,0,0,,1,1,1,1,1,1
1113,infamous,'infəməs,14306,14312,1,1,3,1,0,0,0,,1,1,1,1,1,1
1114,profess,prə'fes,14316,14329,1,8,17,1,0,0,0,,1,1,1,1,1,1
1115,confabulate,kən'fæbjuleit,14333,14339,1,1,3,1,0,0,0,,1,1,1,1,1,1
1116,fable,'feibl,14343,14349,1,1,3,1,0,0,0,,1,1,1,1,1,1
1117,fabulous,'fæbjələs,14353,14361,1,1,3,1,0,0,0,,1,1,1,1,1,1
1118,infancy,'infənsi,14365,14371,1,1,5,1,0,0,0,,1,1,1,1,1,1
1119,infant,'infənt,14375,14385,1,1,5,1,0,0,0,,1,1,1,1,1,1
1120,infantile,'infəntail,14389,14395,1,1,5,1,0,0,0,,1,1,1,1,1,1
1121,infantry,'infəntri,14399,14405,1,1,5,1,0,0,0,,1,1,1,1,1,1
1122,nefarious,ni'feəriəs,14409,14416,1,1,5,1,0,0,0,,1,1,1,1,1,1
1123,fame,feim,14420,14430,1,5,5,1,0,0,0,,1,1,1,1,1,1
1124,confess,kən'fes,14434,14440,1,1,5,1,0,0,0,,1,1,1,1,1,1
1125,confession,kən'feʃn,14444,14450,1,1,3,1,0,0,0,,1,1,1,1,1,1
1126,aggrandize,ə'grændaiz,14460,14466,1,1,4,1,0,0,0,,1,1,1,1,1,1
1127,grand,grænd,14470,14480,1,1,3,1,0,0,0,,1,1,1,1,1,1
1128,grandeur,'grændʒə(r),14484,14496,1,3,3,1,0,0,0,,1,1,1,1,1,1
1129,grandiloquent,ˌgræn'diləkwənt,14500,14508,1,1,3,1,0,0,0,,1,1,1,1,1,1
1130,grandiose,'grændiəus,14512,14518,1,1,4,1,0,0,0,,1,1,1,1,1,1
1131,approbation,ˌæprə'beiʃn,14528,14535,1,1,3,1,0,0,0,,1,1,1,1,1,1
1132,probity,ˈprəubiti,14539,14548,1,4,4,1,0,0,0,,1,1,1,1,1,1
1133,reprove,ri'pru:v,14552,14558,1,1,3,1,0,0,0,,1,1,1,1,1,1
1134,reprobate,'reprəbeit,14562,14572,1,1,4,2,0,0,0,,1,1,1,1,1,1
1135,probe,prəub,14576,14586,1,1,5,2,0,0,0,,1,1,1,1,1,1
1136,probable,'prɔbəbl,14590,14601,1,1,3,2,0,0,0,,1,1,1,1,1,1
1137,probability,ˌprɔbə'biləti,14605,14615,1,5,6,1,0,0,0,,1,1,1,1,1,1
1138,improbable,im'prɔbəbl,14619,14625,1,1,4,1,0,0,0,,1,1,1,1,1,1
1139,probate,'prəubeit,14629,14639,1,1,5,2,0,0,0,,1,1,1,1,1,1
1140,probation,prə'beiʃn,14643,14655,1,1,3,1,0,0,0,,1,1,1,1,1,1
1141,probationer,prə'beiʃnə(r),14659,14669,1,5,5,1,0,0,0,,1,1,1,1,1,1
1142,approve,ə'pru:v,14673,14679,1,1,5,1,0,0,0,,1,1,1,1,1,1
1143,approval,ə'pru:vəl,14683,14689,1,1,5,1,0,0,0,,1,1,1,1,1,1
1144,disprove,dis'pru:v,14693,14699,1,1,5,1,0,0,0,,1,1,1,1,1,1
1145,disproof,'dispru:f,14703,14709,1,1,5,1,0,0,0,,1,1,1,1,1,1
1146,improve,im'pru:v,14713,14719,1,1,5,1,0,0,0,,1,1,1,1,1,1
1147,improvement,im'pru:vmənt,14723,14729,1,1,5,1,0,0,0,,1,1,1,1,1,1
1148,ascribe,ə'skraib,14739,14746,1,2,3,1,0,0,0,,1,1,1,1,1,1
1149,prescribe,pri'skraib,14750,14758,1,3,11,1,0,0,0,,1,1,1,1,1,1
1150,proscribe,prə'skraib,14762,14768,1,1,3,1,0,0,0,,1,1,1,1,1,1
1151,transcribe,træn'skraib,14772,14779,1,2,7,1,0,0,0,,1,1,1,1,1,1
1152,circumscribe,'sə:kəmskraib,14783,14789,1,1,3,1,0,0,0,,1,1,1,1,1,1
1153,conscript,kən'skript,14793,14807,1,1,5,3,0,0,0,,1,1,1,1,1,1
1154,conscription,kən'skripʃn,14811,14821,1,1,5,1,0,0,0,,1,1,1,1,1,1
1155,describe,di'skraib,14825,14831,1,1,5,1,0,0,0,,1,1,1,1,1,1
1156,description,di'skripʃn,14835,14843,1,1,5,1,0,0,0,,1,1,1,1,1,1
1157,descriptive,di'skriptiv,14847,14853,1,1,5,1,0,0,0,,1,1,1,1,1,1
1158,inscribe,in'skraib,14857,14863,1,1,3,1,0,0,0,,1,1,1,1,1,1
1159,manuscript,'mænjuskript,14867,14874,1,1,5,1,0,0,0,,1,1,1,1,1,1
1160,nondescript,'nɔndiskript,14878,14887,1,1,5,2,0,0,0,,1,1,1,1,1,1
1161,postscript,'pəustskript,14891,14897,1,1,5,1,0,0,0,,1,1,1,1,1,1
1162,rescript,ri'skript,14901,14907,1,1,5,1,0,0,0,,1,1,1,1,1,1
1163,subscribe,səb'skraib,14911,14917,1,1,3,1,0,0,0,,1,1,1,1,1,1
1164,subscription,səb'skripʃn,14921,14927,1,1,3,1,0,0,0,,1,1,1,1,1,1
1165,superscription,ˌsu:pə'skripʃn,14931,14937,1,1,5,1,0,0,0,,1,1,1,1,1,1
1166,scribe,skraib,14941,14947,1,1,5,1,0,0,0,,1,1,1,1,1,1
1167,scribble,'skribl,14951,14957,1,1,3,1,0,0,0,,1,1,1,1,1,1
1168,scribbler,'skriblə(r),14961,14971,1,5,5,1,0,0,0,,1,1,1,1,1,1
1169,script,skript,14975,14981,1,1,3,1,0,0,0,,1,1,1,1,1,1
1170,scripture,'skriptʃə(r),14985,14994,1,1,3,2,0,0,0,,1,1,1,1,1,1
1171,aspersion,ə'spə:ʃn,15004,15010,1,1,3,1,0,0,0,,1,1,1,1,1,1
1172,disperse,di'spə:s,15014,15021,1,2,5,1,0,0,0,,1,1,1,1,1,1
1173,sparse,spɑ:s,15025,15033,1,1,3,1,0,0,0,,1,1,1,1,1,1
1174,attribute,ə'tribju:t,15043,15053,1,1,4,2,0,0,0,,1,1,1,1,1,1
1175,retribution,ˌretri'bju:ʃn,15057,15063,1,1,3,1,0,0,0,,1,1,1,1,1,1
1176,contribute,kən'tribju:t,15067,15073,1,1,3,1,0,0,0,,1,1,1,1,1,1
1177,contribution,ˌkɒntri'bju:ʃn,15077,15085,1,1,5,1,0,0,0,,1,1,1,1,1,1
1178,contributory,kən'tribjutəri,15089,15095,1,1,5,1,0,0,0,,1,1,1,1,1,1
1179,distribute,di'stribju:t,15099,15105,1,1,3,1,0,0,0,,1,1,1,1,1,1
1180,distribution,ˌdistri'bju:ʃn,15109,15117,1,1,5,1,0,0,0,,1,1,1,1,1,1
1181,distributive,di'stribjutiv,15121,15127,1,1,5,1,0,0,0,,1,1,1,1,1,1
1182,tribute,'tribju:t,15131,15137,1,1,3,1,0,0,0,,1,1,1,1,1,1
1183,tributary,'tribjutəri,15141,15151,1,1,5,2,0,0,0,,1,1,1,1,1,1
1184,aver,ə'və:(r),15161,15171,1,1,4,2,0,0,0,,1,1,1,1,1,1
